genome	locus	family	cluster_type	provenance	functional_category	subsystem	redox_role	virulence_link
GCF_010728325.1	MLIGNO_04130	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728325.1	MLIGNO_04195	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728325.1	MLIGNO_04296	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728325.1	MLIGNO_04307	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728325.1	MLIGNO_04317	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728325.1	MLIGNO_04320	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728325.1	MLIGNO_04336	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728325.1	MLIGNO_04357	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728325.1	MLIGNO_04378	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728325.1	MLIGNO_04512	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728325.1	MLIGNO_04534	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_010728325.1	MLIGNO_04616	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728325.1	MLIGNO_04624	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_010728325.1	MLIGNO_04956	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728325.1	MLIGNO_05106	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728325.1	MLIGNO_05167	Ferredoxin_reductase_FprB	FAD/2Fe-2S	core_validated	Electron transfer	Ferredoxin/flavodoxin reductase	electron_donor	
GCF_010728325.1	MLIGNO_05181	Radical_SAM_MoaA	4Fe-4S	core_validated	Cofactor biosynthesis	Molybdopterin (moaA)	radical_catalysis	
GCF_010728325.1	MLIGNO_05296	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728325.1	MLIGNO_05316	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728325.1	MLIGNO_05334	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728325.1	MLIGNO_05340	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728325.1	MLIGNO_05358	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_010728325.1	MLIGNO_05431	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_010728325.1	MLIGNO_05563	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_010728725.1	JCNIKI_00008	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_010728725.1	JCNIKI_00078	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_010728725.1	JCNIKI_00116	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_00122	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_010728725.1	JCNIKI_00172	NADH_dehydrogenase	2Fe-2S	core_validated	Energy metabolism	Respiratory complex I (nuo)	electron_transport	essential_respiration
GCF_010728725.1	JCNIKI_00173	NADH_dehydrogenase	2Fe-2S/4Fe-4S	core_validated	Energy metabolism	Respiratory complex I (nuo)	electron_transport	essential_respiration
GCF_010728725.1	JCNIKI_00174	NADH_dehydrogenase	2Fe-2S/4Fe-4S	core_validated	Energy metabolism	Respiratory complex I (nuo)	electron_transport	essential_respiration
GCF_010728725.1	JCNIKI_00176	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_00223	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728725.1	JCNIKI_00225	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_00275	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_010728725.1	JCNIKI_00303	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_010728725.1	JCNIKI_00325	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_010728725.1	JCNIKI_00364	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_010728725.1	JCNIKI_00444	SDH_FRD	2Fe-2S/4Fe-4S	core_validated	Energy metabolism	TCA / succinate dehydrogenase	electron_transport	essential_respiration
GCF_010728725.1	JCNIKI_00512	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_010728725.1	JCNIKI_00580	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728725.1	JCNIKI_00653	Radical_SAM_PqqE	4Fe-4S	core_validated	Cofactor biosynthesis	PQQ biosynthesis	radical_catalysis	
GCF_010728725.1	JCNIKI_00723	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_010728725.1	JCNIKI_00747	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_010728725.1	JCNIKI_00748	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_010728725.1	JCNIKI_01145	FeS_reductase_CCG	4Fe-4S	core_validated	Redox	CCG-domain (heterodisulfide-like)	redox_catalysis	
GCF_010728725.1	JCNIKI_01220	Rieske_nitrite_reductase	2Fe-2S	core_validated	Nitrogen metabolism	Nitrite reduction	redox_catalysis	
GCF_010728725.1	JCNIKI_01221	Nitrite_sulfite_reductase	4Fe-4S	core_validated	Assimilation	Nitrite/sulfite reduction (siroheme)	redox_catalysis	
GCF_010728725.1	JCNIKI_01227	SDH_FRD	2Fe-2S/4Fe-4S	core_validated	Energy metabolism	TCA / succinate dehydrogenase	electron_transport	essential_respiration
GCF_010728725.1	JCNIKI_01259	Radical_SAM_MoaA	4Fe-4S	core_validated	Cofactor biosynthesis	Molybdopterin (moaA)	radical_catalysis	
GCF_010728725.1	JCNIKI_01267	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728725.1	JCNIKI_01268	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_01442	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_01471	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728725.1	JCNIKI_01561	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_01648	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_010728725.1	JCNIKI_01654	Glutamate_synthase	3Fe-4S	core_validated	Amino acid metabolism	Glutamate synthase (GOGAT)	catalytic	
GCF_010728725.1	JCNIKI_01689	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728725.1	JCNIKI_01876	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_010728725.1	JCNIKI_01941	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_01983	DNA_glycosylase_MutY	4Fe-4S	core_validated	DNA repair	Base excision repair (MutY)	DNA_repair	oxidative_stress_survival
GCF_010728725.1	JCNIKI_02010	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_010728725.1	JCNIKI_02057	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_010728725.1	JCNIKI_02072	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_010728725.1	JCNIKI_02074	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_02078	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_010728725.1	JCNIKI_02089	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_02172	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_02272	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728725.1	JCNIKI_02308	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_02354	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_02373	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_010728725.1	JCNIKI_02385	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_02391	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_02401	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728725.1	JCNIKI_02459	Radical_SAM_MoaA	4Fe-4S	core_validated	Cofactor biosynthesis	Molybdopterin (moaA)	radical_catalysis	
GCF_010728725.1	JCNIKI_02475	Ferredoxin_reductase_FprB	FAD/2Fe-2S	core_validated	Electron transfer	Ferredoxin/flavodoxin reductase	electron_donor	
GCF_010728725.1	JCNIKI_02716	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_010728725.1	JCNIKI_02868	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_02878	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_010728725.1	JCNIKI_02883	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_02901	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_010728725.1	JCNIKI_02932	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_02944	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_03208	Rieske_steroid_oxygenase	2Fe-2S	core_validated	Lipid metabolism	Cholesterol/steroid catabolism	oxygenase	cholesterol_catabolism_virulence
GCF_010728725.1	JCNIKI_03306	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_03308	Rieske_steroid_oxygenase	2Fe-2S	core_validated	Lipid metabolism	Cholesterol/steroid catabolism	oxygenase	cholesterol_catabolism_virulence
GCF_010728725.1	JCNIKI_03315	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728725.1	JCNIKI_03331	Rieske_steroid_oxygenase	2Fe-2S	core_validated	Lipid metabolism	Cholesterol/steroid catabolism	oxygenase	cholesterol_catabolism_virulence
GCF_010728725.1	JCNIKI_03451	Radical_SAM_HemN	4Fe-4S	core_validated	Cofactor biosynthesis	Heme biosynthesis (hemN)	radical_catalysis	
GCF_010728725.1	JCNIKI_03636	Radical_SAM_LipA	4Fe-4S	core_validated	Cofactor biosynthesis	Lipoic acid synthase	radical_catalysis	essential
GCF_010728725.1	JCNIKI_03650	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_010728725.1	JCNIKI_03660	Rieske_QcrA	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (cytochrome bc1, QcrA)	electron_transport	essential_respiration
GCF_010728725.1	JCNIKI_04027	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_04193	Radical_SAM_BioB	4Fe-4S	core_validated	Cofactor biosynthesis	Biotin synthase	radical_catalysis	
GCF_010728725.1	JCNIKI_04273	Aconitase	4Fe-4S	core_validated	Central metabolism	TCA cycle (aconitase)	catalytic_4Fe4S	
GCF_010728725.1	JCNIKI_04291	SUF_biogenesis	assembly	core_validated	Fe-S biogenesis	SUF assembly machinery	assembly	essential_SUF_operon
GCF_010728725.1	JCNIKI_04292	SUF_biogenesis	assembly	core_validated	Fe-S biogenesis	SUF assembly machinery	assembly	essential_SUF_operon
GCF_010728725.1	JCNIKI_04375	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_04419	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_010728725.1	JCNIKI_04467	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_04476	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728725.1	JCNIKI_04477	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728725.1	JCNIKI_04587	Radical_SAM_MiaB	4Fe-4S	core_validated	tRNA modification	tRNA methylthiolation (miaB)	radical_catalysis	
GCF_010728725.1	JCNIKI_04645	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_04728	IspG_HMBPP_synthase	4Fe-4S	core_validated	Isoprenoid biosynthesis	MEP pathway (ispG)	catalytic_4Fe4S	essential_MEP
GCF_010728725.1	JCNIKI_04736	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_010728725.1	JCNIKI_04740	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728725.1	JCNIKI_04884	SerA_dehydrogenase	4Fe-4S	core_validated	Amino acid metabolism	Serine biosynthesis (flagged non-FeS)	catalytic	
GCF_010728725.1	JCNIKI_04989	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728725.1	JCNIKI_05080	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728725.1	JCNIKI_05220	Rieske_steroid_oxygenase	2Fe-2S	core_validated	Lipid metabolism	Cholesterol/steroid catabolism	oxygenase	cholesterol_catabolism_virulence
GCF_010728725.1	JCNIKI_05295	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_010728725.1	JCNIKI_05297	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_010728725.1	JCNIKI_05320	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_05344	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_010728725.1	JCNIKI_05419	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_010728725.1	JCNIKI_05564	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_05586	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728725.1	JCNIKI_05606	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_05635	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728725.1	JCNIKI_05667	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_05714	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_010728725.1	JCNIKI_05752	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_010728725.1	JCNIKI_05780	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728725.1	JCNIKI_05841	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728925.1	FIHPLG_00093	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728925.1	FIHPLG_00111	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728925.1	FIHPLG_00147	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_010728925.1	FIHPLG_00420	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_010728925.1	FIHPLG_00444	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728925.1	FIHPLG_00503	Glutamate_synthase	3Fe-4S	core_validated	Amino acid metabolism	Glutamate synthase (GOGAT)	catalytic	
GCF_010728925.1	FIHPLG_00676	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728925.1	FIHPLG_00691	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728925.1	FIHPLG_00698	Rieske_steroid_oxygenase	2Fe-2S	core_validated	Lipid metabolism	Cholesterol/steroid catabolism	oxygenase	cholesterol_catabolism_virulence
GCF_010728925.1	FIHPLG_00707	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728925.1	FIHPLG_00724	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_010728925.1	FIHPLG_00894	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_010728925.1	FIHPLG_01093	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_010728925.1	FIHPLG_01135	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_010728925.1	FIHPLG_01197	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728925.1	FIHPLG_01205	SUF_biogenesis	assembly	core_validated	Fe-S biogenesis	SUF assembly machinery	assembly	essential_SUF_operon
GCF_010728925.1	FIHPLG_01206	SUF_biogenesis	assembly	core_validated	Fe-S biogenesis	SUF assembly machinery	assembly	essential_SUF_operon
GCF_010728925.1	FIHPLG_01341	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_010728925.1	FIHPLG_01540	Radical_SAM_MiaB	4Fe-4S	core_validated	tRNA modification	tRNA methylthiolation (miaB)	radical_catalysis	
GCF_010728925.1	FIHPLG_01671	IspG_HMBPP_synthase	4Fe-4S	core_validated	Isoprenoid biosynthesis	MEP pathway (ispG)	catalytic_4Fe4S	essential_MEP
GCF_010728925.1	FIHPLG_01710	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728925.1	FIHPLG_01718	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_010728925.1	FIHPLG_01757	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728925.1	FIHPLG_01835	IPM_isomerase_LeuC	4Fe-4S	core_validated	Amino acid metabolism	Leucine biosynthesis	catalytic_4Fe4S	
GCF_010728925.1	FIHPLG_01845	SerA_dehydrogenase	4Fe-4S	core_validated	Amino acid metabolism	Serine biosynthesis (flagged non-FeS)	catalytic	
GCF_010728925.1	FIHPLG_01951	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728925.1	FIHPLG_01969	Rieske_steroid_oxygenase	2Fe-2S	core_validated	Lipid metabolism	Cholesterol/steroid catabolism	oxygenase	cholesterol_catabolism_virulence
GCF_010728925.1	FIHPLG_01980	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_010728925.1	FIHPLG_02021	Rieske_steroid_oxygenase	2Fe-2S	core_validated	Lipid metabolism	Cholesterol/steroid catabolism	oxygenase	cholesterol_catabolism_virulence
GCF_010728925.1	FIHPLG_02182	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728925.1	FIHPLG_02225	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728925.1	FIHPLG_02254	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728925.1	FIHPLG_02309	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_010728925.1	FIHPLG_02402	NADH_dehydrogenase	2Fe-2S/4Fe-4S	core_validated	Energy metabolism	Respiratory complex I (nuo)	electron_transport	essential_respiration
GCF_010728925.1	FIHPLG_02403	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728925.1	FIHPLG_02405	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728925.1	FIHPLG_02464	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_010728925.1	FIHPLG_02490	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_010728925.1	FIHPLG_02510	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_010728925.1	FIHPLG_02520	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728925.1	FIHPLG_02544	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_010728925.1	FIHPLG_02590	Ferredoxin_2Fe2S	2Fe-2S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728925.1	FIHPLG_02619	SDH_FRD	2Fe-2S/4Fe-4S	core_validated	Energy metabolism	TCA / succinate dehydrogenase	electron_transport	essential_respiration
GCF_010728925.1	FIHPLG_02684	WhiB	4Fe-4S	core_validated	Redox regulation	WhiB transcription factors	redox_sensor	WhiB3_6_7_virulence
GCF_010728925.1	FIHPLG_02748	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728925.1	FIHPLG_02833	Radical_SAM_PqqE	4Fe-4S	core_validated	Cofactor biosynthesis	PQQ biosynthesis	radical_catalysis	
GCF_010728925.1	FIHPLG_02874	Molybdoenzyme	4Fe-4S	core_validated	Anaerobic respiration	Molybdopterin oxidoreductases	electron_transport	
GCF_010728925.1	FIHPLG_03053	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728925.1	FIHPLG_03089	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728925.1	FIHPLG_03114	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_010728925.1	FIHPLG_03117	Radical_SAM	4Fe-4S	core_validated	Diverse catalysis	Radical-SAM enzymes (general)	radical_catalysis	
GCF_010728925.1	FIHPLG_03141	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728925.1	FIHPLG_03196	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728925.1	FIHPLG_03204	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728925.1	FIHPLG_03210	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728925.1	FIHPLG_03218	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728925.1	FIHPLG_03236	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728925.1	FIHPLG_03240	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
GCF_010728925.1	FIHPLG_03243	Ferredoxin_4Fe4S	4Fe-4S	core_validated	Electron transfer	General electron carrier	electron_shuttle	
GCF_010728925.1	FIHPLG_03257	Rieske	2Fe-2S	core_validated	Energy metabolism	Respiratory chain (bc1/cytochrome)	electron_transport	
