shared name	genome_locus	family	cluster_type	provenance
zzz1566	GCF_025345615.1|LNJHBD_05226	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1567	GCF_025821585.1|BPHPIM_02050	Radical_SAM	4Fe-4S	core_validated
zzz1568	GCF_025821585.1|BPHPIM_02260	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1569	GCF_025821585.1|BPHPIM_02331	Rieske	2Fe-2S	core_validated
zzz1570	GCF_025821585.1|BPHPIM_02905	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1571	GCF_025821585.1|BPHPIM_03255	Rieske	2Fe-2S	core_validated
zzz1572	GCF_025821585.1|BPHPIM_03550	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1573	GCF_025821585.1|BPHPIM_04732	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1574	GCF_025821625.1|NOKLOA_00308	Molybdoenzyme	4Fe-4S	core_validated
zzz1575	GCF_025821625.1|NOKLOA_00503	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1576	GCF_025821625.1|NOKLOA_00533	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1577	GCF_025821625.1|NOKLOA_00874	WhiB	4Fe-4S	core_validated
zzz1578	GCF_025821625.1|NOKLOA_01670	Rieske	2Fe-2S	core_validated
zzz1579	GCF_025821625.1|NOKLOA_03227	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1580	GCF_025821625.1|NOKLOA_03506	Rieske	2Fe-2S	core_validated
zzz1581	GCF_025821625.1|NOKLOA_04074	WhiB	4Fe-4S	core_validated
zzz1582	GCF_025821625.1|NOKLOA_05121	Rieske	2Fe-2S	core_validated
zzz1583	GCF_025821625.1|NOKLOA_05398	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1584	GCF_025821625.1|NOKLOA_05399	Rieske	2Fe-2S	core_validated
zzz1585	GCF_025821625.1|NOKLOA_05507	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1586	GCF_025822145.1|BNBMOD_02410	Radical_SAM	4Fe-4S	core_validated
zzz1587	GCF_025822145.1|BNBMOD_02468	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1588	GCF_025822145.1|BNBMOD_02604	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1589	GCF_025822145.1|BNBMOD_02731	Molybdoenzyme	4Fe-4S	core_validated
zzz1590	GCF_025822145.1|BNBMOD_05358	Molybdoenzyme	4Fe-4S	core_validated
zzz1591	GCF_025822245.1|HGMDOH_02590	Rieske	2Fe-2S	core_validated
zzz1592	GCF_025822245.1|HGMDOH_03723	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1593	GCF_025822245.1|HGMDOH_03742	WhiB	4Fe-4S	core_validated
zzz1594	GCF_025822605.1|JPKMMK_00557	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1595	GCF_025822605.1|JPKMMK_00938	Rieske	2Fe-2S	core_validated
zzz1596	GCF_025822605.1|JPKMMK_01076	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1597	GCF_025822605.1|JPKMMK_01421	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1598	GCF_025822605.1|JPKMMK_01604	Rieske	2Fe-2S	core_validated
zzz1599	GCF_025822605.1|JPKMMK_01845	WhiB	4Fe-4S	core_validated
zzz1600	GCF_025822605.1|JPKMMK_01868	WhiB	4Fe-4S	core_validated
zzz1601	GCF_025822605.1|JPKMMK_02019	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1602	GCF_025822605.1|JPKMMK_02060	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1603	GCF_025822605.1|JPKMMK_02097	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1604	GCF_025822605.1|JPKMMK_02331	Rieske	2Fe-2S	core_validated
zzz1605	GCF_025822605.1|JPKMMK_02332	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1606	GCF_025822605.1|JPKMMK_02744	WhiB	4Fe-4S	core_validated
zzz1607	GCF_025822605.1|JPKMMK_04539	Radical_SAM	4Fe-4S	core_validated
zzz1608	GCF_025822605.1|JPKMMK_04911	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1609	GCF_025822605.1|JPKMMK_04923	WhiB	4Fe-4S	core_validated
zzz1610	GCF_025822605.1|JPKMMK_05155	Rieske	2Fe-2S	core_validated
zzz1611	GCF_025822605.1|JPKMMK_05176	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1612	GCF_025822605.1|JPKMMK_05778	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1613	GCF_025822605.1|JPKMMK_05837	Rieske	2Fe-2S	core_validated
zzz1614	GCF_025822605.1|JPKMMK_06495	WhiB	4Fe-4S	core_validated
zzz1615	GCF_025822605.1|JPKMMK_06631	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1616	GCF_025822705.1|ADLPKN_00702	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1617	GCF_025822705.1|ADLPKN_01163	Rieske	2Fe-2S	core_validated
zzz1618	GCF_025822705.1|ADLPKN_02299	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1619	GCF_025822705.1|ADLPKN_03885	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1620	GCF_025822765.1|NIFPOM_05802	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1621	GCF_025822865.1|DBICMJ_01704	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1622	GCF_025822885.1|IIMKOF_01339	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1623	GCF_025822885.1|IIMKOF_01587	Rieske	2Fe-2S	core_validated
zzz1624	GCF_025822885.1|IIMKOF_03035	Rieske	2Fe-2S	core_validated
zzz1625	GCF_025822885.1|IIMKOF_04522	Rieske	2Fe-2S	core_validated
zzz1626	GCF_025822985.1|LFFCNH_00798	Molybdoenzyme	4Fe-4S	core_validated
zzz1627	GCF_025822985.1|LFFCNH_01032	Rieske	2Fe-2S	core_validated
zzz1628	GCF_025822985.1|LFFCNH_01113	Rieske	2Fe-2S	core_validated
zzz1629	GCF_025822985.1|LFFCNH_02857	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1630	GCF_025822985.1|LFFCNH_03471	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1631	GCF_025822985.1|LFFCNH_03656	Rieske	2Fe-2S	core_validated
zzz1632	GCF_025822985.1|LFFCNH_04144	Rieske	2Fe-2S	core_validated
zzz1633	GCF_025822985.1|LFFCNH_04424	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1634	GCF_025822985.1|LFFCNH_04930	Molybdoenzyme	4Fe-4S	core_validated
zzz1635	GCF_025823105.1|COBFJM_00022	Molybdoenzyme	4Fe-4S	core_validated
zzz1636	GCF_025823105.1|COBFJM_00045	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1637	GCF_025823105.1|COBFJM_01706	Rieske	2Fe-2S	core_validated
zzz1638	GCF_025823105.1|COBFJM_01770	Molybdoenzyme	4Fe-4S	core_validated
zzz1639	GCF_025823105.1|COBFJM_02362	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1640	GCF_025823105.1|COBFJM_04715	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1641	GCF_025823105.1|COBFJM_05259	Rieske	2Fe-2S	core_validated
zzz1642	GCF_025823105.1|COBFJM_05726	WhiB	4Fe-4S	core_validated
zzz1643	GCF_025823105.1|COBFJM_05933	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1644	GCF_025823185.1|PONECC_00434	Molybdoenzyme	4Fe-4S	core_validated
zzz1645	GCF_025823185.1|PONECC_01129	Rieske	2Fe-2S	core_validated
zzz1646	GCF_025823185.1|PONECC_03104	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1647	GCF_025823185.1|PONECC_03300	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1648	GCF_025823185.1|PONECC_03655	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1649	GCF_025823185.1|PONECC_04383	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1650	GCF_025823185.1|PONECC_05608	WhiB	4Fe-4S	core_validated
zzz1651	GCF_025823255.1|BBOICN_01853	Rieske	2Fe-2S	core_validated
zzz1652	GCF_025823255.1|BBOICN_02558	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1653	GCF_025823255.1|BBOICN_03525	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1654	GCF_025823255.1|BBOICN_04947	Molybdoenzyme	4Fe-4S	core_validated
zzz1655	GCF_025823315.1|DFHHBL_01612	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1656	GCF_025823315.1|DFHHBL_02856	WhiB	4Fe-4S	core_validated
zzz1657	GCF_025823315.1|DFHHBL_03317	Molybdoenzyme	4Fe-4S	core_validated
zzz1658	GCF_025823315.1|DFHHBL_05535	WhiB	4Fe-4S	core_validated
zzz1659	GCF_025823315.1|DFHHBL_06198	WhiB	4Fe-4S	core_validated
zzz1660	GCF_026242035.1|LPFMNL_02073	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1661	GCF_026242035.1|LPFMNL_02263	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1662	GCF_026242035.1|LPFMNL_03071	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1663	GCF_026242035.1|LPFMNL_03108	WhiB	4Fe-4S	core_validated
zzz1664	GCF_026242035.1|LPFMNL_03165	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1665	GCF_026242035.1|LPFMNL_03472	SUF_biogenesis	assembly	core_validated
zzz1666	GCF_026242035.1|LPFMNL_03513	WhiB	4Fe-4S	core_validated
zzz1667	GCF_026242035.1|LPFMNL_03808	Rieske	2Fe-2S	core_validated
zzz1668	GCF_026242035.1|LPFMNL_05134	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1669	GCF_026242035.1|LPFMNL_05209	Rieske	2Fe-2S	core_validated
zzz1670	GCF_026242035.1|LPFMNL_05210	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1671	GCF_026242035.1|LPFMNL_05218	Rieske	2Fe-2S	core_validated
zzz1672	GCF_026242035.1|LPFMNL_05244	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1673	GCF_026242035.1|LPFMNL_05768	Rieske	2Fe-2S	core_validated
zzz1674	GCF_026242035.1|LPFMNL_05911	Rieske	2Fe-2S	core_validated
zzz1675	GCF_026242035.1|LPFMNL_05920	Molybdoenzyme	4Fe-4S	core_validated
zzz1676	GCF_026242035.1|LPFMNL_06533	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1677	GCF_029893345.1|AIPJIP_00969	Molybdoenzyme	4Fe-4S	core_validated
zzz1678	GCF_029893345.1|AIPJIP_01291	Rieske	2Fe-2S	core_validated
zzz1679	GCF_029893345.1|AIPJIP_01341	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1680	GCF_029893345.1|AIPJIP_02547	Rieske	2Fe-2S	core_validated
zzz1681	GCF_029893345.1|AIPJIP_02548	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1682	GCF_029893345.1|AIPJIP_02681	Rieske	2Fe-2S	core_validated
zzz1683	GCF_029893345.1|AIPJIP_04735	Rieske	2Fe-2S	core_validated
zzz1684	GCF_029893345.1|AIPJIP_04737	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1685	GCF_029893345.1|AIPJIP_04762	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1686	GCF_029893345.1|AIPJIP_04814	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1687	GCF_029893345.1|AIPJIP_04908	WhiB	4Fe-4S	core_validated
zzz1688	GCF_029893345.1|AIPJIP_05175	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1689	GCF_029893345.1|AIPJIP_05188	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1690	GCF_029893345.1|AIPJIP_05190	Rieske	2Fe-2S	core_validated
zzz1691	GCF_029893345.1|AIPJIP_05224	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1692	GCF_030252325.1|NAKPGB_00139	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1693	GCF_030252325.1|NAKPGB_00279	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1694	GCF_030252325.1|NAKPGB_00880	Radical_SAM_MoaA	4Fe-4S	core_validated
zzz1695	GCF_030499155.1|CCINKD_00931	Rieske	2Fe-2S	core_validated
zzz1696	GCF_030499155.1|CCINKD_04054	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1697	GCF_030499155.1|CCINKD_05696	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1698	GCF_030519285.1|HDDPBJ_00813	DNA_glycosylase_MutY	4Fe-4S	core_validated
zzz1699	GCF_030519285.1|HDDPBJ_00973	Molybdoenzyme	4Fe-4S	core_validated
zzz1700	GCF_030519285.1|HDDPBJ_01005	Molybdoenzyme	4Fe-4S	core_validated
zzz1701	GCF_030519285.1|HDDPBJ_02080	Rieske	2Fe-2S	core_validated
zzz1702	GCF_030519285.1|HDDPBJ_03388	Molybdoenzyme	4Fe-4S	core_validated
zzz1703	GCF_030519285.1|HDDPBJ_04224	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1704	GCF_030519285.1|HDDPBJ_04957	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1705	GCF_031583025.2|CBLHDJ_01187	Rieske	2Fe-2S	core_validated
zzz1706	GCF_031583025.2|CBLHDJ_01278	WhiB	4Fe-4S	core_validated
zzz1707	GCF_031583025.2|CBLHDJ_01550	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1708	GCF_031583025.2|CBLHDJ_01551	Rieske	2Fe-2S	core_validated
zzz1709	GCF_031583025.2|CBLHDJ_02146	Rieske	2Fe-2S	core_validated
zzz1710	GCF_031583025.2|CBLHDJ_03234	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1711	GCF_032883035.1|APPCMN_02952	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1712	GCF_032883035.1|APPCMN_03815	Rieske	2Fe-2S	core_validated
zzz1713	GCF_032883035.1|APPCMN_03983	Rieske	2Fe-2S	core_validated
zzz1714	GCF_032883035.1|APPCMN_04114	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1715	GCF_032883035.1|APPCMN_04846	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1716	GCF_032883035.1|APPCMN_05439	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1717	GCF_032883035.1|APPCMN_05445	Molybdoenzyme	4Fe-4S	core_validated
zzz1718	GCF_032883035.1|APPCMN_05878	Molybdoenzyme	4Fe-4S	core_validated
zzz1719	GCF_032883035.1|APPCMN_05879	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1720	GCF_032883035.1|APPCMN_06969	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1721	GCF_032883035.1|APPCMN_07076	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1722	GCF_032883035.1|APPCMN_07179	Rieske	2Fe-2S	core_validated
zzz1723	GCF_032883035.1|APPCMN_07236	WhiB	4Fe-4S	core_validated
zzz1724	GCF_036946495.1|JHAMPI_01241	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1725	GCF_036946495.1|JHAMPI_04084	Molybdoenzyme	4Fe-4S	core_validated
zzz1726	GCF_036946495.1|JHAMPI_04085	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1727	GCF_036946495.1|JHAMPI_04107	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1728	GCF_036946525.1|JADKMG_00738	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1729	GCF_036946525.1|JADKMG_00875	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1730	GCF_036946525.1|JADKMG_01535	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1731	GCF_036946525.1|JADKMG_03304	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1732	GCF_036946525.1|JADKMG_03747	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1733	GCF_039729195.1|GCACGB_00218	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1734	GCF_039729195.1|GCACGB_00494	Molybdoenzyme	4Fe-4S	core_validated
zzz1735	GCF_039729195.1|GCACGB_01388	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1736	GCF_039729195.1|GCACGB_01940	Rieske	2Fe-2S	core_validated
zzz1737	GCF_039729195.1|GCACGB_04532	Rieske	2Fe-2S	core_validated
zzz1738	GCF_041206865.1|MHBDOL_00374	WhiB	4Fe-4S	core_validated
zzz1739	GCF_041206865.1|MHBDOL_00709	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1740	GCF_041206865.1|MHBDOL_01112	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1741	GCF_041206865.1|MHBDOL_01862	Radical_SAM	4Fe-4S	core_validated
zzz1742	GCF_041206865.1|MHBDOL_02566	Radical_SAM	4Fe-4S	core_validated
zzz1743	GCF_041206865.1|MHBDOL_03917	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1744	GCF_041206865.1|MHBDOL_03926	Rieske	2Fe-2S	core_validated
zzz1745	GCF_041206865.1|MHBDOL_04377	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1746	GCF_041206865.1|MHBDOL_05543	Rieske_nitrite_reductase	2Fe-2S	core_validated
zzz1747	GCF_041206865.1|MHBDOL_06204	WhiB	4Fe-4S	core_validated
zzz1748	GCF_041206865.1|MHBDOL_06252	WhiB	4Fe-4S	core_validated
zzz1749	GCF_041206865.1|MHBDOL_06253	WhiB	4Fe-4S	core_validated
zzz1750	GCF_041287165.2|MGCFBM_01368	Rieske	2Fe-2S	core_validated
zzz1751	GCF_041287165.2|MGCFBM_04749	WhiB	4Fe-4S	core_validated
zzz1752	GCF_041287165.2|MGCFBM_04776	Molybdoenzyme	4Fe-4S	core_validated
zzz1753	GCF_041287165.2|MGCFBM_05485	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1754	GCF_041890355.1|HKKHCG_00300	WhiB	4Fe-4S	core_validated
zzz1755	GCF_041890355.1|HKKHCG_03842	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1756	GCF_050205315.1|NLGBGE_00802	Rieske	2Fe-2S	core_validated
zzz1757	GCF_050205315.1|NLGBGE_01008	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1758	GCF_050205315.1|NLGBGE_02768	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1759	GCF_050205315.1|NLGBGE_03168	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1760	GCF_050205415.1|CGKMOC_02080	WhiB	4Fe-4S	core_validated
zzz1761	GCF_050205415.1|CGKMOC_02348	Rieske	2Fe-2S	core_validated
zzz1762	GCF_050205415.1|CGKMOC_02349	Rieske	2Fe-2S	core_validated
zzz1763	GCF_050205415.1|CGKMOC_03977	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1764	GCF_050205485.1|NJBGKB_00418	Molybdoenzyme	4Fe-4S	core_validated
zzz1765	GCF_050205485.1|NJBGKB_00700	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1766	GCF_050205485.1|NJBGKB_00969	WhiB	4Fe-4S	core_validated
zzz1767	GCF_050205485.1|NJBGKB_02585	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1768	GCF_050205485.1|NJBGKB_02588	Molybdoenzyme	4Fe-4S	core_validated
zzz1769	GCF_050205485.1|NJBGKB_03478	Rieske	2Fe-2S	core_validated
zzz1770	GCF_050205485.1|NJBGKB_03624	WhiB	4Fe-4S	core_validated
zzz1771	GCF_050205485.1|NJBGKB_03946	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1772	GCF_050205485.1|NJBGKB_04190	Molybdoenzyme	4Fe-4S	core_validated
zzz1773	GCF_050205545.1|MELPDK_02559	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1774	GCF_050205545.1|MELPDK_02906	Rieske	2Fe-2S	core_validated
zzz1775	GCF_050205645.1|MDLELI_00529	Rieske	2Fe-2S	core_validated
zzz1776	GCF_050205645.1|MDLELI_00972	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1777	GCF_050205645.1|MDLELI_02573	Rieske	2Fe-2S	core_validated
zzz1778	GCF_050205645.1|MDLELI_03854	Radical_SAM_HemN	4Fe-4S	core_validated
zzz1779	GCF_050205645.1|MDLELI_04226	Rieske	2Fe-2S	core_validated
zzz1780	GCF_050205645.1|MDLELI_04599	WhiB	4Fe-4S	core_validated
zzz1781	GCF_050205645.1|MDLELI_04613	WhiB	4Fe-4S	core_validated
zzz1782	GCF_050205645.1|MDLELI_04715	WhiB	4Fe-4S	core_validated
zzz1783	GCF_050632215.1|COCIMN_03724	WhiB	4Fe-4S	core_validated
zzz1784	GCF_050632215.1|COCIMN_05692	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1785	GCF_050632215.1|COCIMN_05910	WhiB	4Fe-4S	core_validated
zzz1786	GCF_050632215.1|COCIMN_05930	WhiB	4Fe-4S	core_validated
zzz1787	GCF_050632215.1|COCIMN_05971	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1788	GCF_050632215.1|COCIMN_06008	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1789	GCF_050632215.1|COCIMN_06022	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1790	GCF_900078685.2|ILNCDH_00479	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1791	GCF_900078685.2|ILNCDH_01746	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1792	GCF_900078685.2|ILNCDH_01764	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1793	GCF_900078685.2|ILNCDH_01769	Rieske	2Fe-2S	core_validated
zzz1794	GCF_900078685.2|ILNCDH_02970	Rieske	2Fe-2S	core_validated
zzz1795	GCF_900078685.2|ILNCDH_02971	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1796	GCF_900108565.1|NNCBKG_01192	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1797	GCF_900108565.1|NNCBKG_02003	WhiB	4Fe-4S	core_validated
zzz1798	GCF_900108565.1|NNCBKG_03141	WhiB	4Fe-4S	core_validated
zzz1799	GCF_900108565.1|NNCBKG_03720	Molybdoenzyme	4Fe-4S	core_validated
zzz1800	GCF_900108565.1|NNCBKG_05513	Rieske	2Fe-2S	core_validated
zzz1801	GCF_900108565.1|NNCBKG_05624	Rieske	2Fe-2S	core_validated
zzz1802	GCF_900157375.1|JIKIIJ_00141	Rieske	2Fe-2S	core_validated
zzz1803	GCF_900157375.1|JIKIIJ_01551	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1804	GCF_900157375.1|JIKIIJ_01754	Rieske	2Fe-2S	core_validated
zzz1805	GCF_900157375.1|JIKIIJ_01851	Molybdoenzyme	4Fe-4S	core_validated
zzz1806	GCF_900157375.1|JIKIIJ_02487	Rieske	2Fe-2S	core_validated
zzz1807	GCF_900157375.1|JIKIIJ_02587	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1808	GCF_900157375.1|JIKIIJ_02785	Rieske_steroid_oxygenase	2Fe-2S	core_validated
zzz1809	GCF_900157375.1|JIKIIJ_05585	Rieske	2Fe-2S	core_validated
zzz1810	GCF_900157385.1|IPHAIK_04103	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1811	GCF_900157385.1|IPHAIK_05046	Rieske	2Fe-2S	core_validated
zzz1812	GCF_900176255.2|NGKKKH_04264	Radical_SAM	4Fe-4S	core_validated
zzz1813	GCF_900176255.2|NGKKKH_05386	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1814	GCF_900187065.1|POPAHH_00038	Rieske	2Fe-2S	core_validated
zzz1815	GCF_900187065.1|POPAHH_00243	Rieske	2Fe-2S	core_validated
zzz1816	GCF_900187065.1|POPAHH_00426	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1817	GCF_900187065.1|POPAHH_00750	Rieske	2Fe-2S	core_validated
zzz1818	GCF_900187065.1|POPAHH_00752	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1819	GCF_900187065.1|POPAHH_00964	Molybdoenzyme	4Fe-4S	core_validated
zzz1820	GCF_900187065.1|POPAHH_01190	WhiB	4Fe-4S	core_validated
zzz1821	GCF_900187065.1|POPAHH_02485	Rieske	2Fe-2S	core_validated
zzz1822	GCF_900187065.1|POPAHH_02487	Rieske	2Fe-2S	core_validated
zzz1823	GCF_900187065.1|POPAHH_02494	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1824	GCF_900187065.1|POPAHH_02763	Rieske	2Fe-2S	core_validated
zzz1825	GCF_900187065.1|POPAHH_02898	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1826	GCF_900187065.1|POPAHH_03022	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1827	GCF_900187065.1|POPAHH_03483	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1828	GCF_900187065.1|POPAHH_03738	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1829	GCF_900187065.1|POPAHH_04581	WhiB	4Fe-4S	core_validated
zzz1830	GCF_900232995.1|MMCBDG_00016	Rieske_steroid_oxygenase	2Fe-2S	core_validated
zzz1831	GCF_900232995.1|MMCBDG_00471	Radical_SAM	4Fe-4S	core_validated
zzz1832	GCF_900232995.1|MMCBDG_00836	Radical_SAM	4Fe-4S	core_validated
zzz1833	GCF_900232995.1|MMCBDG_03181	Rieske	2Fe-2S	core_validated
zzz1834	GCF_900232995.1|MMCBDG_03350	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1835	GCF_900232995.1|MMCBDG_05221	Rieske	2Fe-2S	core_validated
zzz1836	GCF_900292015.1|NCFEKN_00082	Radical_SAM	4Fe-4S	core_validated
zzz1837	GCF_900292015.1|NCFEKN_00414	Radical_SAM	4Fe-4S	core_validated
zzz1838	GCF_900292015.1|NCFEKN_00712	Rieske	2Fe-2S	core_validated
zzz1839	GCF_900292015.1|NCFEKN_02709	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1840	GCF_900292015.1|NCFEKN_03230	Molybdoenzyme	4Fe-4S	core_validated
zzz1841	GCF_900292015.1|NCFEKN_03595	WhiB	4Fe-4S	core_validated
zzz1842	GCF_900292015.1|NCFEKN_04150	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1843	GCF_900292015.1|NCFEKN_04352	Radical_SAM	4Fe-4S	core_validated
zzz1844	GCF_900454025.1|BICMAP_01819	Ferredoxin_2Fe2S	2Fe-2S	core_validated
zzz1845	GCF_900454025.1|BICMAP_02069	Molybdoenzyme	4Fe-4S	core_validated
zzz1846	GCF_900454025.1|BICMAP_05800	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1847	GCF_900566055.1|OALBEN_01138	Ferredoxin_4Fe4S	4Fe-4S	core_validated
zzz1848	GCF_900566055.1|OALBEN_02581	Radical_SAM	4Fe-4S	core_validated
zzz1849	GCF_900566055.1|OALBEN_04222	Radical_SAM	4Fe-4S	core_validated
zzz1850	GCF_900566055.1|OALBEN_04223	Radical_SAM	4Fe-4S	core_validated
