node_id	fine_family	super_family
GCF_002102155.1|PAPGDA_04509	Rieske	Rieske
GCF_002102155.1|PAPGDA_04566	Rieske	Rieske
GCF_002102175.1|GKGFAF_00646	Radical_SAM	Radical_SAM
GCF_002102175.1|GKGFAF_01707	Rieske	Rieske
GCF_002102175.1|GKGFAF_03128	Radical_SAM	Radical_SAM
GCF_002102175.1|GKGFAF_03565	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002102175.1|GKGFAF_03777	Rieske	Rieske
GCF_002102175.1|GKGFAF_04080	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002102185.1|PMDPBM_00403	DNA_glycosylase	DNA_glycosylase
GCF_002102185.1|PMDPBM_00553	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002102185.1|PMDPBM_01585	WhiB	WhiB
GCF_002102185.1|PMDPBM_02029	Rieske	Rieske
GCF_002102185.1|PMDPBM_02695	Rieske	Rieske
GCF_002102185.1|PMDPBM_03010	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002102185.1|PMDPBM_03495	Rieske	Rieske
GCF_002102255.1|KEBFLP_01184	WhiB	WhiB
GCF_002102255.1|KEBFLP_01773	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002102255.1|KEBFLP_02573	WhiB	WhiB
GCF_002102255.1|KEBFLP_02828	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002102255.1|KEBFLP_03550	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002102265.1|OCBBKL_00293	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002102265.1|OCBBKL_03818	WhiB	WhiB
GCF_002102265.1|OCBBKL_03920	Rieske	Rieske
GCF_002102345.1|HFEEOL_00491	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002102345.1|HFEEOL_02155	DNA_glycosylase	DNA_glycosylase
GCF_002102345.1|HFEEOL_04589	WhiB	WhiB
GCF_002102345.1|HFEEOL_06794	WhiB	WhiB
GCF_002102355.1|GLPHLA_00483	DNA_glycosylase	DNA_glycosylase
GCF_002102355.1|GLPHLA_02780	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002102355.1|GLPHLA_02933	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002102355.1|GLPHLA_04426	Rieske	Rieske
GCF_002102355.1|GLPHLA_04668	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002102355.1|GLPHLA_04786	WhiB	WhiB
GCF_002102355.1|GLPHLA_05107	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002102395.1|BPICGK_00080	Rieske	Rieske
GCF_002102395.1|BPICGK_00891	FeS_reductase_CCG	FeS_reductase_CCG
GCF_002102395.1|BPICGK_01259	Molybdoenzyme	Molybdoenzyme
GCF_002102395.1|BPICGK_01436	Ferredoxin_reductase_FprB	Ferredoxin_reductase_FprB
GCF_002102395.1|BPICGK_01460	Radical_SAM	Radical_SAM
GCF_002102395.1|BPICGK_02552	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002102395.1|BPICGK_02555	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002102395.1|BPICGK_02653	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002102395.1|BPICGK_02880	WhiB	WhiB
GCF_002102395.1|BPICGK_03187	Rieske_nitrite_reductase	Rieske
GCF_002102395.1|BPICGK_03375	WhiB	WhiB
GCF_002104765.1|LJJOBD_00075	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002104765.1|LJJOBD_00610	Rieske	Rieske
GCF_002104765.1|LJJOBD_03651	Rieske	Rieske
GCF_002104765.1|LJJOBD_03728	Radical_SAM	Radical_SAM
GCF_002104765.1|LJJOBD_03883	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002104765.1|LJJOBD_05406	Aconitase	Aconitase
GCF_002104795.1|OMOMAE_00278	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002104795.1|OMOMAE_01113	Rieske	Rieske
GCF_002104795.1|OMOMAE_02341	Rieske	Rieske
GCF_002104795.1|OMOMAE_02356	Molybdoenzyme	Molybdoenzyme
GCF_002104795.1|OMOMAE_02413	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002104795.1|OMOMAE_02415	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002104795.1|OMOMAE_02847	WhiB	WhiB
GCF_002104795.1|OMOMAE_03663	Molybdoenzyme	Molybdoenzyme
GCF_002104795.1|OMOMAE_03903	WhiB	WhiB
GCF_002105755.1|EPFOGE_01105	Rieske	Rieske
GCF_002105755.1|EPFOGE_02104	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002105755.1|EPFOGE_02180	Rieske_steroid_oxygenase	Rieske
GCF_002105755.1|EPFOGE_03269	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002116635.1|NLLGOC_00459	Radical_SAM	Radical_SAM
GCF_002116635.1|NLLGOC_02347	Rieske	Rieske
GCF_002116635.1|NLLGOC_03266	Rieske	Rieske
GCF_002116635.1|NLLGOC_03621	Radical_SAM	Radical_SAM
GCF_002116635.1|NLLGOC_04266	Radical_SAM	Radical_SAM
GCF_002116635.1|NLLGOC_04664	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002116635.1|NLLGOC_05536	Radical_SAM	Radical_SAM
GCF_002157835.1|BGDDJM_01222	WhiB	WhiB
GCF_002157835.1|BGDDJM_04431	WhiB	WhiB
GCF_002157835.1|BGDDJM_05176	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002157835.1|BGDDJM_05177	Rieske	Rieske
GCF_002157835.1|BGDDJM_05385	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002157835.1|BGDDJM_06086	Radical_SAM	Radical_SAM
GCF_002157835.1|BGDDJM_06368	Molybdoenzyme	Molybdoenzyme
GCF_002157835.1|BGDDJM_06438	Rieske	Rieske
GCF_002157835.1|BGDDJM_06473	Rieske	Rieske
GCF_002157835.1|BGDDJM_06474	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002157835.1|BGDDJM_06605	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002157835.1|BGDDJM_06610	Radical_SAM	Radical_SAM
GCF_002157835.1|BGDDJM_07369	WhiB	WhiB
GCF_002157835.1|BGDDJM_07592	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002157835.1|BGDDJM_07929	WhiB	WhiB
GCF_002157835.1|BGDDJM_07932	WhiB	WhiB
GCF_002245535.1|EMAFND_02662	DNA_glycosylase	DNA_glycosylase
GCF_002245535.1|EMAFND_03865	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002245535.1|EMAFND_04601	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002245535.1|EMAFND_05278	WhiB	WhiB
GCF_002245535.1|EMAFND_05313	Rieske	Rieske
GCF_002245535.1|EMAFND_05379	Rieske	Rieske
GCF_002245615.1|LBNJEF_00254	Rieske	Rieske
GCF_002245615.1|LBNJEF_01897	WhiB	WhiB
GCF_002245615.1|LBNJEF_02311	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002245615.1|LBNJEF_04488	Molybdoenzyme	Molybdoenzyme
GCF_002245615.1|LBNJEF_05111	Rieske	Rieske
GCF_002250655.1|CIOLNM_00127	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002250655.1|CIOLNM_01646	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002250655.1|CIOLNM_02036	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002250655.1|CIOLNM_02162	Rieske	Rieske
GCF_002250655.1|CIOLNM_02315	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002250655.1|CIOLNM_02316	Rieske	Rieske
GCF_002250655.1|CIOLNM_02362	Molybdoenzyme	Molybdoenzyme
GCF_002250655.1|CIOLNM_02371	Rieske	Rieske
GCF_002250655.1|CIOLNM_02375	Rieske	Rieske
GCF_002250655.1|CIOLNM_03076	DNA_glycosylase	DNA_glycosylase
GCF_002250655.1|CIOLNM_03225	WhiB	WhiB
GCF_002250655.1|CIOLNM_03451	DNA_glycosylase	DNA_glycosylase
GCF_002250655.1|CIOLNM_04010	WhiB	WhiB
GCF_002250655.1|CIOLNM_04011	WhiB	WhiB
GCF_002250655.1|CIOLNM_04780	Molybdoenzyme	Molybdoenzyme
GCF_002250655.1|CIOLNM_05469	WhiB	WhiB
GCF_002356315.1|MNDHGN_00407	Rieske	Rieske
GCF_002356315.1|MNDHGN_02016	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002356315.1|MNDHGN_02019	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002356315.1|MNDHGN_03133	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002356335.1|NEHPKF_04676	Molybdoenzyme	Molybdoenzyme
GCF_002356335.1|NEHPKF_04901	Rieske	Rieske
GCF_002553505.1|EGACHF_00734	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002553505.1|EGACHF_01152	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002553505.1|EGACHF_01258	NADH_dehydrogenase	NADH_dehydrogenase
GCF_002553505.1|EGACHF_01292	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002553505.1|EGACHF_02565	Rieske	Rieske
GCF_002553505.1|EGACHF_03051	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002553505.1|EGACHF_03161	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002553505.1|EGACHF_03986	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002553505.1|EGACHF_04080	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002553505.1|EGACHF_04551	Molybdoenzyme	Molybdoenzyme
GCF_002553505.1|EGACHF_05849	DNA_glycosylase	DNA_glycosylase
GCF_002553505.1|EGACHF_06225	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002553505.1|EGACHF_06353	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002591975.1|LDAHIF_02492	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002591975.1|LDAHIF_05960	Molybdoenzyme	Molybdoenzyme
GCF_002591975.1|LDAHIF_06004	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002592005.1|ADHINC_00247	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002592005.1|ADHINC_00531	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002592005.1|ADHINC_01673	SUF_biogenesis	SUF_biogenesis
GCF_002592005.1|ADHINC_01756	Rieske	Rieske
GCF_002592005.1|ADHINC_01911	Molybdoenzyme	Molybdoenzyme
GCF_002592005.1|ADHINC_02075	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002592005.1|ADHINC_02505	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002592005.1|ADHINC_02799	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002592005.1|ADHINC_02804	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002592005.1|ADHINC_03217	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002592005.1|ADHINC_03334	SUF_biogenesis	SUF_biogenesis
GCF_002592005.1|ADHINC_03598	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002592005.1|ADHINC_03621	Rieske	Rieske
GCF_002592005.1|ADHINC_03804	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002592005.1|ADHINC_04656	WhiB	WhiB
GCF_002592005.1|ADHINC_04811	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002592005.1|ADHINC_04821	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002592005.1|ADHINC_05006	WhiB	WhiB
GCF_002592005.1|ADHINC_05109	DNA_glycosylase	DNA_glycosylase
GCF_002592005.1|ADHINC_05448	Rieske	Rieske
GCF_002592005.1|ADHINC_05475	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002592005.1|ADHINC_05707	Rieske	Rieske
GCF_002705925.1|DEFKLM_04003	Rieske	Rieske
GCF_002705925.1|DEFKLM_04043	Radical_SAM	Radical_SAM
GCF_002705925.1|DEFKLM_04919	Radical_SAM	Radical_SAM
GCF_002705925.1|DEFKLM_05214	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002838065.1|OIMEAF_01848	Rieske_nitrite_reductase	Rieske
GCF_002838065.1|OIMEAF_02471	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002838065.1|OIMEAF_02734	NADH_dehydrogenase	NADH_dehydrogenase
GCF_002838065.1|OIMEAF_02867	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002838065.1|OIMEAF_03015	WhiB	WhiB
GCF_002838065.1|OIMEAF_04250	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_002838065.1|OIMEAF_04344	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002838065.1|OIMEAF_04572	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002838065.1|OIMEAF_05426	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_002838065.1|OIMEAF_05553	Rieske	Rieske
GCF_003201655.1|HCMONJ_02418	Rieske	Rieske
GCF_003201655.1|HCMONJ_03581	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_003201655.1|HCMONJ_04608	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_003201655.1|HCMONJ_04716	Rieske	Rieske
GCF_003201655.1|HCMONJ_04975	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_003201655.1|HCMONJ_05134	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_003201655.1|HCMONJ_05458	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_003201655.1|HCMONJ_05507	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_003201655.1|HCMONJ_05526	WhiB	WhiB
GCF_003201655.1|HCMONJ_05625	Molybdoenzyme	Molybdoenzyme
GCF_003201655.1|HCMONJ_05637	Rieske	Rieske
GCF_003201655.1|HCMONJ_05926	Rieske	Rieske
GCF_003201655.1|HCMONJ_06116	Rieske	Rieske
GCF_003201655.1|HCMONJ_06120	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_003201655.1|HCMONJ_06531	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_003254575.1|KGIHPA_00295	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_003254575.1|KGIHPA_00524	Rieske	Rieske
GCF_003254575.1|KGIHPA_00539	Rieske	Rieske
GCF_003254575.1|KGIHPA_00546	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_003254575.1|KGIHPA_00555	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_003254575.1|KGIHPA_00858	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_003254575.1|KGIHPA_01733	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_003254575.1|KGIHPA_01749	Rieske	Rieske
GCF_003254575.1|KGIHPA_02801	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_003254575.1|KGIHPA_03447	DNA_glycosylase	DNA_glycosylase
GCF_003254575.1|KGIHPA_03888	DNA_glycosylase	DNA_glycosylase
GCF_003254575.1|KGIHPA_04027	Molybdoenzyme	Molybdoenzyme
GCF_003254575.1|KGIHPA_04028	Molybdoenzyme	Molybdoenzyme
GCF_003254575.1|KGIHPA_05282	WhiB	WhiB
GCF_003284925.1|ONIDEE_02315	Rieske	Rieske
GCF_003284925.1|ONIDEE_02332	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_003284925.1|ONIDEE_02346	Rieske	Rieske
GCF_003284925.1|ONIDEE_02389	Rieske	Rieske
GCF_003284925.1|ONIDEE_04176	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_003284925.1|ONIDEE_04247	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_003284935.1|IIAEDJ_01333	WhiB	WhiB
GCF_003391395.1|IHOGBB_00735	DUF779_FeS_candidate	DUF779_FeS_candidate
GCF_003391395.1|IHOGBB_02816	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_003391395.1|IHOGBB_03879	WhiB	WhiB
GCF_003408705.1|MFACDC_01561	Radical_SAM	Radical_SAM
GCF_003408705.1|MFACDC_03306	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_003614435.1|ODPIEM_00215	Rieske	Rieske
GCF_003614435.1|ODPIEM_00536	WhiB	WhiB
GCF_003614435.1|ODPIEM_01185	Rieske	Rieske
GCF_003614435.1|ODPIEM_04579	DNA_glycosylase	DNA_glycosylase
GCF_003614435.1|ODPIEM_06068	WhiB	WhiB
GCF_003614435.1|ODPIEM_06075	WhiB	WhiB
GCF_003614435.1|ODPIEM_06186	Rieske	Rieske
GCF_003614435.1|ODPIEM_06411	WhiB	WhiB
GCF_003614435.1|ODPIEM_06461	WhiB	WhiB
GCF_003719305.1|IOBCOD_00522	Rieske	Rieske
GCF_003719305.1|IOBCOD_00849	Rieske	Rieske
GCF_003719305.1|IOBCOD_01188	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_003719305.1|IOBCOD_01197	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_003719305.1|IOBCOD_01244	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_003719305.1|IOBCOD_01379	Rieske	Rieske
GCF_003719305.1|IOBCOD_03055	DNA_glycosylase	DNA_glycosylase
GCF_003719305.1|IOBCOD_03760	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_003719305.1|IOBCOD_04209	Rieske	Rieske
GCF_003719305.1|IOBCOD_04237	Rieske_steroid_oxygenase	Rieske
GCF_003719305.1|IOBCOD_04264	DNA_glycosylase	DNA_glycosylase
GCF_003719305.1|IOBCOD_04983	Rieske	Rieske
GCF_003719305.1|IOBCOD_05794	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_003719305.1|IOBCOD_05959	Radical_SAM	Radical_SAM
GCF_003719305.1|IOBCOD_06480	Rieske	Rieske
GCF_003719305.1|IOBCOD_06543	WhiB	WhiB
GCF_003855255.1|FEHJFH_03609	WhiB	WhiB
GCF_003855255.1|FEHJFH_03610	WhiB	WhiB
GCF_003855255.1|FEHJFH_03617	WhiB	WhiB
GCF_004014805.1|HFBLFC_02698	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_004014805.1|HFBLFC_02806	Molybdoenzyme	Molybdoenzyme
GCF_004014805.1|HFBLFC_03057	Rieske_steroid_oxygenase	Rieske
GCF_004014805.1|HFBLFC_03323	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_004014805.1|HFBLFC_03324	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_004014805.1|HFBLFC_03771	Rieske	Rieske
GCF_004014805.1|HFBLFC_04098	DNA_glycosylase	DNA_glycosylase
GCF_004924335.1|FLHGGP_02164	Molybdoenzyme	Molybdoenzyme
GCF_004924335.1|FLHGGP_03739	Molybdoenzyme	Molybdoenzyme
GCF_004924335.1|FLHGGP_04602	WhiB	WhiB
GCF_005670685.2|IDDJPK_00290	Rieske_nitrite_reductase	Rieske
GCF_005670685.2|IDDJPK_00619	WhiB	WhiB
GCF_005670685.2|IDDJPK_00723	Ferredoxin_reductase_FprB	Ferredoxin_reductase_FprB
GCF_005670685.2|IDDJPK_00834	Rieske	Rieske
GCF_005670685.2|IDDJPK_03592	Rieske	Rieske
GCF_005670685.2|IDDJPK_03698	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_005670685.2|IDDJPK_03702	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_005670685.2|IDDJPK_03753	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_005670685.2|IDDJPK_04356	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_005670685.2|IDDJPK_04944	Molybdoenzyme	Molybdoenzyme
GCF_005670685.2|IDDJPK_05620	WhiB	WhiB
GCF_006439015.1|DFIJLE_00030	Rieske_steroid_oxygenase	Rieske
GCF_006439015.1|DFIJLE_00063	Rieske	Rieske
GCF_006439015.1|DFIJLE_00088	Rieske	Rieske
GCF_006439015.1|DFIJLE_00306	Molybdoenzyme	Molybdoenzyme
GCF_006439015.1|DFIJLE_00754	Rieske	Rieske
GCF_006439015.1|DFIJLE_01016	Radical_SAM	Radical_SAM
GCF_006439015.1|DFIJLE_01081	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_006439015.1|DFIJLE_01292	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_006439015.1|DFIJLE_02535	Rieske	Rieske
GCF_006439015.1|DFIJLE_03873	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_006439015.1|DFIJLE_03916	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_006439015.1|DFIJLE_04061	WhiB	WhiB
GCF_006439015.1|DFIJLE_05080	Rieske	Rieske
GCF_006439015.1|DFIJLE_05863	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_006439015.1|DFIJLE_05896	Rieske	Rieske
GCF_006864685.1|LPDNJK_00230	Molybdoenzyme	Molybdoenzyme
GCF_006864685.1|LPDNJK_01580	Molybdoenzyme	Molybdoenzyme
GCF_006864685.1|LPDNJK_01581	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_006864685.1|LPDNJK_01996	WhiB	WhiB
GCF_006864685.1|LPDNJK_02198	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_006864685.1|LPDNJK_02790	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_006864685.1|LPDNJK_03077	DNA_glycosylase	DNA_glycosylase
GCF_006864685.1|LPDNJK_03173	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_006864685.1|LPDNJK_03555	Rieske	Rieske
GCF_006864685.1|LPDNJK_05782	Molybdoenzyme	Molybdoenzyme
GCF_006864685.1|LPDNJK_05783	Molybdoenzyme	Molybdoenzyme
GCF_006864685.1|LPDNJK_05873	Rieske	Rieske
GCF_007714205.1|BGKALF_00137	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_007714205.1|BGKALF_00139	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_007714205.1|BGKALF_00365	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_007714205.1|BGKALF_00931	WhiB	WhiB
GCF_007714205.1|BGKALF_01029	NADH_dehydrogenase	NADH_dehydrogenase
GCF_007714205.1|BGKALF_02062	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_007714205.1|BGKALF_02782	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_007714205.1|BGKALF_02997	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_007714205.1|BGKALF_03000	Rieske	Rieske
GCF_007714205.1|BGKALF_03004	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_007714205.1|BGKALF_03474	Rieske	Rieske
GCF_007714205.1|BGKALF_03878	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_007714205.1|BGKALF_03885	Rieske	Rieske
GCF_008329645.1|IIPENA_00074	Rieske	Rieske
GCF_008329645.1|IIPENA_01738	FeS_reductase_CCG	FeS_reductase_CCG
GCF_008329645.1|IIPENA_02143	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_008329645.1|IIPENA_03502	WhiB	WhiB
GCF_008329645.1|IIPENA_04089	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_008329645.1|IIPENA_04105	Rieske	Rieske
GCF_008329645.1|IIPENA_04390	Rieske	Rieske
GCF_008329645.1|IIPENA_05110	DNA_glycosylase	DNA_glycosylase
GCF_008329645.1|IIPENA_05125	DNA_glycosylase	DNA_glycosylase
GCF_008370645.1|GEGOIJ_01769	WhiB	WhiB
GCF_008370645.1|GEGOIJ_02254	Rieske	Rieske
GCF_008370645.1|GEGOIJ_03046	WhiB	WhiB
GCF_008370645.1|GEGOIJ_04071	DNA_glycosylase	DNA_glycosylase
GCF_008370645.1|GEGOIJ_04950	Molybdoenzyme	Molybdoenzyme
GCF_009741445.1|PBIGIF_02864	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_009741445.1|PBIGIF_03420	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_009936235.1|MIDNFG_00828	Rieske	Rieske
GCF_009936235.1|MIDNFG_00931	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_009936235.1|MIDNFG_01136	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_009936235.1|MIDNFG_01522	Radical_SAM	Radical_SAM
GCF_009936235.1|MIDNFG_01619	DNA_glycosylase	DNA_glycosylase
GCF_009936235.1|MIDNFG_01977	WhiB	WhiB
GCF_009936235.1|MIDNFG_02844	Radical_SAM	Radical_SAM
GCF_009936235.1|MIDNFG_03102	Rieske	Rieske
GCF_009936235.1|MIDNFG_03114	DNA_glycosylase	DNA_glycosylase
GCF_010723305.1|JPENED_00076	WhiB	WhiB
GCF_010723305.1|JPENED_00554	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010723305.1|JPENED_00559	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010723305.1|JPENED_00684	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010723305.1|JPENED_03181	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010723305.1|JPENED_03707	Rieske	Rieske
GCF_010723305.1|JPENED_04117	Rieske	Rieske
GCF_010723575.1|PKKMLI_00140	DNA_glycosylase	DNA_glycosylase
GCF_010723575.1|PKKMLI_00607	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010723575.1|PKKMLI_01125	NADH_dehydrogenase	NADH_dehydrogenase
GCF_010723575.1|PKKMLI_02478	WhiB	WhiB
GCF_010723575.1|PKKMLI_04366	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010723575.1|PKKMLI_05881	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
GCF_010725725.1|GEAGGK_00079	WhiB	WhiB
GCF_010725725.1|GEAGGK_00742	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010725725.1|GEAGGK_02239	Molybdoenzyme	Molybdoenzyme
GCF_010725725.1|GEAGGK_02386	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010725725.1|GEAGGK_02844	WhiB	WhiB
GCF_010725725.1|GEAGGK_04352	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010725725.1|GEAGGK_04891	Molybdoenzyme	Molybdoenzyme
GCF_010725725.1|GEAGGK_04902	Rieske	Rieske
GCF_010725725.1|GEAGGK_04903	Rieske	Rieske
GCF_010725725.1|GEAGGK_04909	Ferredoxin_4Fe4S	Ferredoxin_4Fe4S
GCF_010725725.1|GEAGGK_04911	Rieske	Rieske
GCF_010725885.1|ICIIAA_00007	Ferredoxin_2Fe2S	Ferredoxin_2Fe2S
